"frequency";"r dBS21";"i dBS21"
4603.04;-2.05706e-07;0
4647.02;-2.09655e-07;0
4691.42;-2.13681e-07;0
4736.24;-2.17784e-07;0
4781.49;-2.21965e-07;0
4827.18;-2.26227e-07;0
4873.3;-2.3057e-07;0
4919.86;-2.34997e-07;0
4966.87;-2.39509e-07;0
5014.32;-2.44108e-07;0
5062.23;-2.48795e-07;0
5110.6;-2.53571e-07;0
5159.42;-2.5844e-07;0
5208.72;-2.63402e-07;0
5258.49;-2.68459e-07;0
5308.73;-2.73614e-07;0
5359.45;-2.78867e-07;0
5410.65;-2.84221e-07;0
5462.35;-2.89678e-07;0
5514.54;-2.9524e-07;0
5567.23;-3.00909e-07;0
5620.42;-3.06686e-07;0
5674.12;-3.12575e-07;0
5728.33;-3.18576e-07;0
5783.06;-3.24693e-07;0
5838.31;-3.30927e-07;0
5894.09;-3.3728e-07;0
5950.41;-3.43756e-07;0
6007.26;-3.50356e-07;0
6064.66;-3.57083e-07;0
6122.6;-3.63939e-07;0
6181.1;-3.70927e-07;0
6240.15;-3.78049e-07;0
6299.77;-3.85307e-07;0
6359.96;-3.92705e-07;0
6420.73;-4.00245e-07;0
6482.08;-4.0793e-07;0
6544.01;-4.15762e-07;0
6606.53;-4.23744e-07;0
6669.65;-4.3188e-07;0
6733.38;-4.40172e-07;0
6797.71;-4.48624e-07;0
6862.66;-4.57237e-07;0
6928.23;-4.66016e-07;0
6994.42;-4.74964e-07;0
7061.25;-4.84083e-07;0
7128.71;-4.93377e-07;0
7196.82;-5.0285e-07;0
7265.58;-5.12505e-07;0
7335;-5.22345e-07;0
7405.08;-5.32374e-07;0
7475.83;-5.42596e-07;0
7547.26;-5.53013e-07;0
7619.37;-5.63631e-07;0
7692.17;-5.74453e-07;0
7765.66;-5.85482e-07;0
7839.86;-5.96724e-07;0
7914.76;-6.08181e-07;0
7990.38;-6.19858e-07;0
8066.72;-6.31759e-07;0
8143.8;-6.43889e-07;0
8221.61;-6.56251e-07;0
8300.16;-6.68851e-07;0
8379.46;-6.81693e-07;0
8459.52;-6.94782e-07;0
8540.35;-7.08122e-07;0
8621.94;-7.21717e-07;0
8704.32;-7.35574e-07;0
8787.48;-7.49697e-07;0
8871.44;-7.64092e-07;0
8956.2;-7.78762e-07;0
9041.77;-7.93714e-07;0
9128.16;-8.08954e-07;0
9215.38;-8.24485e-07;0
9303.42;-8.40316e-07;0
9392.31;-8.5645e-07;0
9482.05;-8.72893e-07;0
9572.64;-8.89653e-07;0
9664.1;-9.06734e-07;0
9756.44;-9.24144e-07;0
9849.65;-9.41887e-07;0
9943.76;-9.59971e-07;0
10038.8;-9.78403e-07;0
10134.7;-9.97188e-07;0
10231.5;-1.01633e-06;0
10329.3;-1.03585e-06;0
10428;-1.05574e-06;0
10527.6;-1.07601e-06;0
10628.2;-1.09667e-06;0
10729.7;-1.11772e-06;0
10832.2;-1.13918e-06;0
10935.7;-1.16105e-06;0
11040.2;-1.18335e-06;0
11145.7;-1.20607e-06;0
11252.2;-1.22922e-06;0
11359.7;-1.25282e-06;0
11468.2;-1.27688e-06;0
11577.8;-1.30139e-06;0
11688.4;-1.32638e-06;0
11800.1;-1.35185e-06;0
11912.8;-1.3778e-06;0
12026.7;-1.40426e-06;0
12141.6;-1.43122e-06;0
12257.6;-1.4587e-06;0
12374.7;-1.4867e-06;0
12492.9;-1.51525e-06;0
12612.3;-1.54434e-06;0
12732.8;-1.57399e-06;0
12854.4;-1.60421e-06;0
12977.2;-1.63501e-06;0
13101.2;-1.66641e-06;0
13226.4;-1.6984e-06;0
13352.8;-1.73101e-06;0
13480.3;-1.76425e-06;0
13609.1;-1.79812e-06;0
13739.2;-1.83264e-06;0
13870.4;-1.86783e-06;0
14003;-1.90369e-06;0
14136.8;-1.94024e-06;0
14271.8;-1.97749e-06;0
14408.2;-2.01546e-06;0
14545.8;-2.05416e-06;0
14684.8;-2.0936e-06;0
14825.1;-2.1338e-06;0
14966.8;-2.17476e-06;0
15109.8;-2.21652e-06;0
15254.1;-2.25908e-06;0
15399.9;-2.30245e-06;0
15547;-2.34666e-06;0
15695.5;-2.39171e-06;0
15845.5;-2.43763e-06;0
15996.9;-2.48444e-06;0
16149.7;-2.53214e-06;0
16304;-2.58076e-06;0
16459.8;-2.63031e-06;0
16617.1;-2.68081e-06;0
16775.8;-2.73228e-06;0
16936.1;-2.78474e-06;0
17097.9;-2.83821e-06;0
17261.3;-2.8927e-06;0
17426.2;-2.94824e-06;0
17592.7;-3.00484e-06;0
17760.8;-3.06254e-06;0
17930.5;-3.12134e-06;0
18101.8;-3.18127e-06;0
18274.8;-3.24235e-06;0
18449.4;-3.3046e-06;0
18625.6;-3.36805e-06;0
18803.6;-3.43271e-06;0
18983.2;-3.49862e-06;0
19164.6;-3.5658e-06;0
19347.7;-3.63426e-06;0
19532.6;-3.70404e-06;0
19719.2;-3.77515e-06;0
19907.6;-3.84764e-06;0
20097.8;-3.92151e-06;0
20289.8;-3.9968e-06;0
20483.7;-4.07354e-06;0
20679.4;-4.15175e-06;0
20877;-4.23147e-06;0
21076.4;-4.31271e-06;0
21277.8;-4.39552e-06;0
21481.1;-4.47991e-06;0
21686.3;-4.56592e-06;0
21893.5;-4.65359e-06;0
22102.7;-4.74294e-06;0
22313.9;-4.834e-06;0
22527.1;-4.92681e-06;0
22742.3;-5.02141e-06;0
22959.6;-5.11782e-06;0
23179;-5.21608e-06;0
23400.4;-5.31623e-06;0
23624;-5.4183e-06;0
23849.7;-5.52233e-06;0
24077.6;-5.62836e-06;0
24307.6;-5.73642e-06;0
24539.9;-5.84656e-06;0
24774.3;-5.95882e-06;0
25011;-6.07322e-06;0
25250;-6.18983e-06;0
25491.2;-6.30867e-06;0
25734.8;-6.4298e-06;0
25980.7;-6.55325e-06;0
26228.9;-6.67907e-06;0
26479.5;-6.80731e-06;0
26732.5;-6.93801e-06;0
26987.9;-7.07122e-06;0
27245.8;-7.20699e-06;0
27506.1;-7.34536e-06;0
27768.9;-7.48639e-06;0
28034.2;-7.63013e-06;0
28302;-7.77663e-06;0
28572.5;-7.92594e-06;0
28845.4;-8.07811e-06;0
29121;-8.23321e-06;0
29399.3;-8.39129e-06;0
29680.2;-8.5524e-06;0
29963.7;-8.71661e-06;0
30250;-8.88396e-06;0
30539;-9.05454e-06;0
30830.8;-9.22838e-06;0
31125.4;-9.40557e-06;0
31422.8;-9.58615e-06;0
31723;-9.77021e-06;0
32026.1;-9.95779e-06;0
32332.1;-1.0149e-05;0
32641;-1.03438e-05;0
32952.9;-1.05424e-05;0
33267.7;-1.07449e-05;0
33585.5;-1.09512e-05;0
33906.4;-1.11614e-05;0
34230.4;-1.13757e-05;0
34557.4;-1.15941e-05;0
34887.6;-1.18167e-05;0
35220.9;-1.20436e-05;0
35557.5;-1.22748e-05;0
35897.2;-1.25105e-05;0
36240.2;-1.27507e-05;0
36586.4;-1.29955e-05;0
36936;-1.3245e-05;0
37288.9;-1.34993e-05;0
37645.1;-1.37585e-05;0
38004.8;-1.40227e-05;0
38367.9;-1.42919e-05;0
38734.5;-1.45663e-05;0
39104.6;-1.4846e-05;0
39478.2;-1.5131e-05;0
39855.4;-1.54216e-05;0
40236.2;-1.57177e-05;0
40620.6;-1.60194e-05;0
41008.7;-1.6327e-05;0
41400.5;-1.66405e-05;0
41796.1;-1.696e-05;0
42195.4;-1.72856e-05;0
42598.6;-1.76175e-05;0
43005.6;-1.79557e-05;0
43416.5;-1.83005e-05;0
43831.3;-1.86518e-05;0
44250;-1.901e-05;0
44672.8;-1.93749e-05;0
45099.6;-1.97469e-05;0
45530.5;-2.01261e-05;0
45965.6;-2.05125e-05;0
46404.7;-2.09063e-05;0
46848.1;-2.13077e-05;0
47295.7;-2.17168e-05;0
47747.6;-2.21338e-05;0
48203.8;-2.25588e-05;0
48664.3;-2.29919e-05;0
49129.3;-2.34333e-05;0
49598.7;-2.38832e-05;0
50072.6;-2.43418e-05;0
50551;-2.48091e-05;0
51034;-2.52855e-05;0
51521.6;-2.57709e-05;0
52013.8;-2.62657e-05;0
52510.8;-2.677e-05;0
53012.5;-2.7284e-05;0
53519;-2.78079e-05;0
54030.3;-2.83418e-05;0
54546.5;-2.88859e-05;0
55067.7;-2.94405e-05;0
55593.8;-3.00058e-05;0
56125;-3.05819e-05;0
56661.2;-3.1169e-05;0
57202.6;-3.17675e-05;0
57749.1;-3.23774e-05;0
58300.9;-3.2999e-05;0
58857.9;-3.36326e-05;0
59420.3;-3.42783e-05;0
59988;-3.49365e-05;0
60561.1;-3.56072e-05;0
61139.7;-3.62909e-05;0
61723.9;-3.69877e-05;0
62313.6;-3.76978e-05;0
62909;-3.84216e-05;0
63510;-3.91593e-05;0
64116.8;-3.99111e-05;0
64729.4;-4.06774e-05;0
65347.9;-4.14584e-05;0
65972.2;-4.22544e-05;0
66602.6;-4.30656e-05;0
67238.9;-4.38925e-05;0
67881.3;-4.47352e-05;0
68529.9;-4.55941e-05;0
69184.6;-4.64695e-05;0
69845.7;-4.73617e-05;0
70513;-4.8271e-05;0
71186.7;-4.91978e-05;0
71866.8;-5.01424e-05;0
72553.5;-5.11051e-05;0
73246.7;-5.20863e-05;0
73946.5;-5.30863e-05;0
74653;-5.41055e-05;0
75366.3;-5.51443e-05;0
76086.3;-5.62031e-05;0
76813.3;-5.72822e-05;0
77547.2;-5.8382e-05;0
78288.1;-5.95029e-05;0
79036.1;-6.06453e-05;0
79791.2;-6.18096e-05;0
80553.6;-6.29963e-05;0
81323.2;-6.42058e-05;0
82100.2;-6.54386e-05;0
82884.6;-6.66949e-05;0
83676.5;-6.79754e-05;0
84476;-6.92805e-05;0
85283.1;-7.06107e-05;0
86098;-7.19664e-05;0
86920.6;-7.33481e-05;0
87751;-7.47563e-05;0
88589.4;-7.61916e-05;0
89435.8;-7.76544e-05;0
90290.3;-7.91453e-05;0
91153;-8.06649e-05;0
92023.9;-8.22136e-05;0
92903.1;-8.3792e-05;0
93790.8;-8.54008e-05;0
94686.9;-8.70404e-05;0
95591.6;-8.87115e-05;0
96504.9;-9.04147e-05;0
97426.9;-9.21506e-05;0
98357.8;-9.39198e-05;0
99297.5;-9.5723e-05;0
100246;-9.75608e-05;0
101204;-9.94339e-05;0
102171;-0.000101343;0
103147;-0.000103289;0
104133;-0.000105272;0
105128;-0.000107293;0
106132;-0.000109353;0
107146;-0.000111452;0
108170;-0.000113592;0
109203;-0.000115773;0
110247;-0.000117996;0
111300;-0.000120261;0
112363;-0.00012257;0
113437;-0.000124923;0
114521;-0.000127321;0
115615;-0.000129766;0
116719;-0.000132257;0
117835;-0.000134796;0
118960;-0.000137384;0
120097;-0.000140022;0
121245;-0.00014271;0
122403;-0.00014545;0
123572;-0.000148243;0
124753;-0.000151089;0
125945;-0.000153989;0
127148;-0.000156946;0
128363;-0.000159959;0
129590;-0.00016303;0
130828;-0.00016616;0
132078;-0.00016935;0
133340;-0.000172601;0
134614;-0.000175915;0
135900;-0.000179292;0
137198;-0.000182734;0
138509;-0.000186243;0
139832;-0.000189818;0
141168;-0.000193462;0
142517;-0.000197176;0
143879;-0.000200962;0
145253;-0.00020482;0
146641;-0.000208752;0
148042;-0.00021276;0
149457;-0.000216845;0
150885;-0.000221008;0
152326;-0.00022525;0
153782;-0.000229575;0
155251;-0.000233982;0
156734;-0.000238474;0
158232;-0.000243052;0
159744;-0.000247719;0
161270;-0.000252474;0
162811;-0.000257321;0
164366;-0.000262261;0
165937;-0.000267296;0
167522;-0.000272428;0
169123;-0.000277658;0
170738;-0.000282988;0
172370;-0.000288421;0
174017;-0.000293958;0
175679;-0.000299601;0
177358;-0.000305353;0
179052;-0.000311215;0
180763;-0.000317189;0
182490;-0.000323278;0
184234;-0.000329484;0
185994;-0.00033581;0
187771;-0.000342256;0
189565;-0.000348826;0
191376;-0.000355523;0
193205;-0.000362348;0
195051;-0.000369304;0
196914;-0.000376393;0
198795;-0.000383619;0
200695;-0.000390983;0
202612;-0.000398489;0
204548;-0.000406139;0
206503;-0.000413935;0
208475;-0.000421881;0
210467;-0.00042998;0
212478;-0.000438234;0
214508;-0.000446646;0
216558;-0.00045522;0
218627;-0.000463959;0
220716;-0.000472865;0
222824;-0.000481942;0
224953;-0.000491194;0
227103;-0.000500622;0
229273;-0.000510232;0
231463;-0.000520027;0
233675;-0.000530009;0
235907;-0.000540183;0
238161;-0.000550552;0
240437;-0.00056112;0
242734;-0.000571891;0
245053;-0.000582868;0
247394;-0.000594057;0
249758;-0.00060546;0
252144;-0.000617081;0
254553;-0.000628926;0
256985;-0.000640998;0
259441;-0.000653302;0
261920;-0.000665842;0
264422;-0.000678623;0
266948;-0.000691648;0
269499;-0.000704924;0
272074;-0.000718454;0
274673;-0.000732244;0
277298;-0.000746299;0
279947;-0.000760623;0
282622;-0.000775223;0
285322;-0.000790102;0
288048;-0.000805267;0
290800;-0.000820723;0
293579;-0.000836475;0
296383;-0.000852529;0
299215;-0.000868892;0
302074;-0.000885568;0
304960;-0.000902565;0
307874;-0.000919887;0
310815;-0.000937542;0
313785;-0.000955536;0
316783;-0.000973875;0
319810;-0.000992565;0
322865;-0.00101161;0
325950;-0.00103103;0
329064;-0.00105082;0
332208;-0.00107098;0
335382;-0.00109154;0
338587;-0.00111248;0
341822;-0.00113383;0
345087;-0.00115559;0
348385;-0.00117777;0
351713;-0.00120037;0
355074;-0.00122341;0
358466;-0.00124688;0
361891;-0.00127081;0
365349;-0.0012952;0
368839;-0.00132005;0
372363;-0.00134538;0
375921;-0.0013712;0
379513;-0.00139751;0
383139;-0.00142432;0
386799;-0.00145165;0
390495;-0.00147951;0
394226;-0.0015079;0
397992;-0.00153683;0
401795;-0.00156632;0
405634;-0.00159637;0
409509;-0.001627;0
413422;-0.00165822;0
417372;-0.00169003;0
421360;-0.00172246;0
425385;-0.0017555;0
429450;-0.00178918;0
433553;-0.00182351;0
437695;-0.00185849;0
441877;-0.00189415;0
446099;-0.00193049;0
450361;-0.00196752;0
454664;-0.00200527;0
459008;-0.00204373;0
463393;-0.00208294;0
467821;-0.0021229;0
472291;-0.00216362;0
476803;-0.00220512;0
481359;-0.00224742;0
485958;-0.00229053;0
490601;-0.00233446;0
495288;-0.00237924;0
500020;-0.00242487;0
504798;-0.00247138;0
509621;-0.00251878;0
514490;-0.00256709;0
519405;-0.00261633;0
524368;-0.0026665;0
529378;-0.00271764;0
534436;-0.00276976;0
539542;-0.00282288;0
544697;-0.00287701;0
549901;-0.00293218;0
555155;-0.00298841;0
560459;-0.00304571;0
565814;-0.00310411;0
571220;-0.00316363;0
576678;-0.00322429;0
582187;-0.00328611;0
587750;-0.00334911;0
593365;-0.00341333;0
599035;-0.00347877;0
604758;-0.00354546;0
610536;-0.00361343;0
616369;-0.0036827;0
622258;-0.00375329;0
628203;-0.00382524;0
634206;-0.00389856;0
640265;-0.00397329;0
646382;-0.00404945;0
652558;-0.00412706;0
658793;-0.00420616;0
665087;-0.00428678;0
671442;-0.00436893;0
677857;-0.00445266;0
684333;-0.00453798;0
690872;-0.00462494;0
697472;-0.00471357;0
704136;-0.00480388;0
710864;-0.00489593;0
717656;-0.00498973;0
724512;-0.00508533;0
731435;-0.00518275;0
738423;-0.00528204;0
745478;-0.00538323;0
752601;-0.00548635;0
759791;-0.00559144;0
767051;-0.00569853;0
774379;-0.00580768;0
781778;-0.00591891;0
789247;-0.00603226;0
796788;-0.00614778;0
804401;-0.00626551;0
812086;-0.00638548;0
819845;-0.00650775;0
827679;-0.00663235;0
835586;-0.00675933;0
843570;-0.00688873;0
851630;-0.0070206;0
859766;-0.00715499;0
867981;-0.00729194;0
876274;-0.00743151;0
884646;-0.00757374;0
893098;-0.00771868;0
901631;-0.00786639;0
910246;-0.00801692;0
918943;-0.00817031;0
927723;-0.00832663;0
936586;-0.00848593;0
945535;-0.00864827;0
954569;-0.0088137;0
963689;-0.00898228;0
972896;-0.00915407;0
982192;-0.00932914;0
991576;-0.00950754;0
1.00105e+06;-0.00968934;0
1.01061e+06;-0.0098746;0
1.02027e+06;-0.0100634;0
1.03002e+06;-0.0102558;0
1.03986e+06;-0.0104518;0
1.04979e+06;-0.0106516;0
1.05982e+06;-0.0108552;0
1.06995e+06;-0.0110626;0
1.08017e+06;-0.011274;0
1.09049e+06;-0.0114894;0
1.10091e+06;-0.0117089;0
1.11143e+06;-0.0119326;0
1.12205e+06;-0.0121605;0
1.13277e+06;-0.0123928;0
1.14359e+06;-0.0126295;0
1.15452e+06;-0.0128706;0
1.16555e+06;-0.0131164;0
1.17669e+06;-0.0133668;0
1.18793e+06;-0.013622;0
1.19928e+06;-0.013882;0
1.21074e+06;-0.0141469;0
1.2223e+06;-0.0144169;0
1.23398e+06;-0.014692;0
1.24577e+06;-0.0149723;0
1.25768e+06;-0.0152579;0
1.26969e+06;-0.0155489;0
1.28182e+06;-0.0158455;0
1.29407e+06;-0.0161476;0
1.30643e+06;-0.0164555;0
1.31892e+06;-0.0167692;0
1.33152e+06;-0.0170889;0
1.34424e+06;-0.0174146;0
1.35708e+06;-0.0177464;0
1.37005e+06;-0.0180845;0
1.38314e+06;-0.0184291;0
1.39635e+06;-0.0187801;0
1.40969e+06;-0.0191377;0
1.42316e+06;-0.0195022;0
1.43676e+06;-0.0198735;0
1.45049e+06;-0.0202518;0
1.46435e+06;-0.0206372;0
1.47834e+06;-0.0210299;0
1.49246e+06;-0.02143;0
1.50672e+06;-0.0218377;0
1.52112e+06;-0.022253;0
1.53565e+06;-0.0226762;0
1.55032e+06;-0.0231073;0
1.56513e+06;-0.0235466;0
1.58009e+06;-0.0239941;0
1.59518e+06;-0.02445;0
1.61043e+06;-0.0249145;0
1.62581e+06;-0.0253877;0
1.64135e+06;-0.0258698;0
1.65703e+06;-0.026361;0
1.67286e+06;-0.0268613;0
1.68884e+06;-0.0273711;0
1.70498e+06;-0.0278904;0
1.72127e+06;-0.0284195;0
1.73771e+06;-0.0289584;0
1.75432e+06;-0.0295075;0
1.77108e+06;-0.0300668;0
1.788e+06;-0.0306366;0
1.80508e+06;-0.031217;0
1.82233e+06;-0.0318083;0
1.83974e+06;-0.0324106;0
1.85732e+06;-0.0330242;0
1.87506e+06;-0.0336492;0
1.89298e+06;-0.0342859;0
1.91106e+06;-0.0349344;0
1.92932e+06;-0.035595;0
1.94776e+06;-0.0362679;0
1.96637e+06;-0.0369533;0
1.98515e+06;-0.0376515;0
2.00412e+06;-0.0383626;0
2.02327e+06;-0.0390869;0
2.0426e+06;-0.0398247;0
2.06212e+06;-0.0405761;0
2.08182e+06;-0.0413415;0
2.10171e+06;-0.042121;0
2.12179e+06;-0.042915;0
2.14206e+06;-0.0437236;0
2.16253e+06;-0.0445472;0
2.18319e+06;-0.045386;0
2.20405e+06;-0.0462403;0
2.22511e+06;-0.0471103;0
2.24636e+06;-0.0479963;0
2.26783e+06;-0.0488986;0
2.28949e+06;-0.0498175;0
2.31137e+06;-0.0507533;0
2.33345e+06;-0.0517063;0
2.35575e+06;-0.0526767;0
2.37826e+06;-0.053665;0
2.40098e+06;-0.0546713;0
2.42392e+06;-0.055696;0
2.44708e+06;-0.0567395;0
2.47046e+06;-0.057802;0
2.49406e+06;-0.0588838;0
2.51789e+06;-0.0599854;0
2.54195e+06;-0.061107;0
2.56623e+06;-0.062249;0
2.59075e+06;-0.0634118;0
2.6155e+06;-0.0645956;0
2.64049e+06;-0.0658009;0
2.66572e+06;-0.067028;0
2.69119e+06;-0.0682773;0
2.7169e+06;-0.0695491;0
2.74286e+06;-0.0708439;0
2.76907e+06;-0.072162;0
2.79553e+06;-0.0735038;0
2.82223e+06;-0.0748697;0
2.8492e+06;-0.0762601;0
2.87642e+06;-0.0776754;0
2.9039e+06;-0.079116;0
2.93165e+06;-0.0805824;0
2.95966e+06;-0.0820749;0
2.98794e+06;-0.0835941;0
3.01648e+06;-0.0851402;0
3.0453e+06;-0.0867138;0
3.0744e+06;-0.0883153;0
3.10377e+06;-0.0899452;0
3.13343e+06;-0.0916038;0
3.16337e+06;-0.0932918;0
3.19359e+06;-0.0950094;0
3.2241e+06;-0.0967573;0
3.25491e+06;-0.0985359;0
3.28601e+06;-0.100346;0
3.3174e+06;-0.102187;0
3.3491e+06;-0.10406;0
3.3811e+06;-0.105967;0
3.4134e+06;-0.107906;0
3.44601e+06;-0.109879;0
3.47894e+06;-0.111886;0
3.51218e+06;-0.113928;0
3.54573e+06;-0.116005;0
3.57961e+06;-0.118118;0
3.61381e+06;-0.120267;0
3.64834e+06;-0.122453;0
3.6832e+06;-0.124676;0
3.71839e+06;-0.126937;0
3.75391e+06;-0.129237;0
3.78978e+06;-0.131575;0
3.82599e+06;-0.133954;0
3.86254e+06;-0.136372;0
3.89945e+06;-0.138831;0
3.9367e+06;-0.141331;0
3.97432e+06;-0.143873;0
4.01229e+06;-0.146458;0
4.05062e+06;-0.149086;0
4.08932e+06;-0.151757;0
4.12839e+06;-0.154473;0
4.16784e+06;-0.157233;0
4.20766e+06;-0.160038;0
4.24786e+06;-0.16289;0
4.28845e+06;-0.165788;0
4.32942e+06;-0.168734;0
4.37078e+06;-0.171727;0
4.41254e+06;-0.174768;0
4.4547e+06;-0.177859;0
4.49726e+06;-0.180999;0
4.54023e+06;-0.18419;0
4.58361e+06;-0.187431;0
4.62741e+06;-0.190723;0
4.67162e+06;-0.194068;0
4.71625e+06;-0.197465;0
4.76131e+06;-0.200915;0
4.8068e+06;-0.204419;0
4.85273e+06;-0.207978;0
4.89909e+06;-0.211591;0
4.9459e+06;-0.21526;0
4.99316e+06;-0.218986;0
5.04086e+06;-0.222768;0
5.08903e+06;-0.226607;0
5.13765e+06;-0.230504;0
5.18673e+06;-0.234459;0
5.23629e+06;-0.238473;0
5.28632e+06;-0.242547;0
5.33683e+06;-0.246681;0
5.38782e+06;-0.250876;0
5.43929e+06;-0.255131;0
5.49126e+06;-0.259448;0
5.54373e+06;-0.263827;0
5.59669e+06;-0.268269;0
5.65017e+06;-0.272773;0
5.70415e+06;-0.277341;0
5.75865e+06;-0.281973;0
5.81367e+06;-0.286669;0
5.86922e+06;-0.291429;0
5.92529e+06;-0.296255;0
5.9819e+06;-0.301146;0
6.03906e+06;-0.306103;0
6.09676e+06;-0.311126;0
6.15501e+06;-0.316215;0
6.21381e+06;-0.32137;0
6.27318e+06;-0.326593;0
6.33312e+06;-0.331882;0
6.39363e+06;-0.337239;0
6.45472e+06;-0.342663;0
6.51639e+06;-0.348154;0
6.57865e+06;-0.353713;0
6.6415e+06;-0.35934;0
6.70496e+06;-0.365034;0
6.76902e+06;-0.370796;0
6.83369e+06;-0.376625;0
6.89898e+06;-0.382521;0
6.9649e+06;-0.388485;0
7.03144e+06;-0.394516;0
7.09862e+06;-0.400614;0
7.16645e+06;-0.406779;0
7.23492e+06;-0.413009;0
7.30404e+06;-0.419305;0
7.37383e+06;-0.425667;0
7.44428e+06;-0.432094;0
7.5154e+06;-0.438585;0
7.58721e+06;-0.445139;0
7.6597e+06;-0.451757;0
7.73288e+06;-0.458436;0
7.80677e+06;-0.465177;0
7.88135e+06;-0.471979;0
7.95666e+06;-0.47884;0
8.03268e+06;-0.48576;0
8.10942e+06;-0.492737;0
8.1869e+06;-0.49977;0
8.26512e+06;-0.506858;0
8.34409e+06;-0.514;0
8.42381e+06;-0.521194;0
8.5043e+06;-0.528438;0
8.58555e+06;-0.535731;0
8.66758e+06;-0.543071;0
8.75039e+06;-0.550457;0
8.834e+06;-0.557886;0
8.9184e+06;-0.565356;0
9.00361e+06;-0.572865;0
9.08963e+06;-0.580412;0
9.17648e+06;-0.587992;0
9.26415e+06;-0.595605;0
9.35267e+06;-0.603247;0
9.44203e+06;-0.610915;0
9.53224e+06;-0.618607;0
9.62331e+06;-0.62632;0
9.71526e+06;-0.63405;0
9.80808e+06;-0.641795;0
9.90179e+06;-0.64955;0
9.99639e+06;-0.657312;0
1.00919e+07;-0.665078;0
1.01883e+07;-0.672843;0
1.02857e+07;-0.680604;0
1.03839e+07;-0.688356;0
1.04832e+07;-0.696095;0
1.05833e+07;-0.703817;0
1.06844e+07;-0.711516;0
1.07865e+07;-0.719188;0
1.08896e+07;-0.726827;0
1.09936e+07;-0.734429;0
1.10986e+07;-0.741988;0
1.12047e+07;-0.749498;0
1.13117e+07;-0.756954;0
1.14198e+07;-0.76435;0
1.15289e+07;-0.771679;0
1.16391e+07;-0.778934;0
1.17503e+07;-0.786111;0
1.18625e+07;-0.7932;0
1.19759e+07;-0.800196;0
1.20903e+07;-0.807091;0
1.22058e+07;-0.813878;0
1.23224e+07;-0.820549;0
1.24402e+07;-0.827096;0
1.2559e+07;-0.833511;0
1.2679e+07;-0.839786;0
1.28002e+07;-0.845911;0
1.29225e+07;-0.851879;0
1.30459e+07;-0.85768;0
1.31706e+07;-0.863304;0
1.32964e+07;-0.868743;0
1.34234e+07;-0.873986;0
1.35517e+07;-0.879024;0
1.36812e+07;-0.883846;0
1.38119e+07;-0.888442;0
1.39439e+07;-0.892802;0
1.40771e+07;-0.896913;0
1.42116e+07;-0.900765;0
1.43474e+07;-0.904347;0
1.44844e+07;-0.907647;0
1.46228e+07;-0.910654;0
1.47625e+07;-0.913355;0
1.49036e+07;-0.915737;0
1.5046e+07;-0.91779;0
1.51897e+07;-0.9195;0
1.53349e+07;-0.920853;0
1.54814e+07;-0.921839;0
1.56293e+07;-0.922442;0
1.57786e+07;-0.922651;0
1.59294e+07;-0.922452;0
1.60816e+07;-0.921831;0
1.62352e+07;-0.920774;0
1.63903e+07;-0.919269;0
1.65469e+07;-0.917302;0
1.6705e+07;-0.914858;0
1.68646e+07;-0.911925;0
1.70258e+07;-0.908489;0
1.71884e+07;-0.904536;0
1.73527e+07;-0.900053;0
1.75185e+07;-0.895027;0
1.76858e+07;-0.889445;0
1.78548e+07;-0.883294;0
1.80254e+07;-0.876562;0
1.81976e+07;-0.869237;0
1.83715e+07;-0.861308;0
1.8547e+07;-0.852762;0
1.87242e+07;-0.843591;0
1.89031e+07;-0.833785;0
1.90837e+07;-0.823333;0
1.92661e+07;-0.812229;0
1.94501e+07;-0.800465;0
1.9636e+07;-0.788036;0
1.98236e+07;-0.774936;0
2.0013e+07;-0.761163;0
2.02042e+07;-0.746713;0
2.03972e+07;-0.731588;0
2.05921e+07;-0.715789;0
2.07888e+07;-0.69932;0
2.09875e+07;-0.682185;0
2.1188e+07;-0.664395;0
2.13904e+07;-0.645958;0
2.15948e+07;-0.62689;0
2.18011e+07;-0.607206;0
2.20094e+07;-0.586928;0
2.22197e+07;-0.566078;0
2.2432e+07;-0.544684;0
2.26463e+07;-0.522778;0
2.28627e+07;-0.500395;0
2.30811e+07;-0.477578;0
2.33017e+07;-0.454372;0
2.35243e+07;-0.430827;0
2.3749e+07;-0.407001;0
2.3976e+07;-0.382957;0
2.4205e+07;-0.358764;0
2.44363e+07;-0.334498;0
2.46698e+07;-0.31024;0
2.49055e+07;-0.28608;0
2.51434e+07;-0.262115;0
2.53837e+07;-0.238448;0
2.56262e+07;-0.215191;0
2.5871e+07;-0.192461;0
2.61182e+07;-0.170384;0
2.63677e+07;-0.149094;0
2.66197e+07;-0.128728;0
2.6874e+07;-0.109433;0
2.71308e+07;-0.0913589;0
2.739e+07;-0.0746628;0
2.76517e+07;-0.0595042;0
2.79159e+07;-0.046046;0
2.81826e+07;-0.0344524;0
2.84518e+07;-0.0248878;0
2.87237e+07;-0.017515;0
2.89981e+07;-0.0124931;0
2.92752e+07;-0.00997539;0
2.95549e+07;-0.0101074;0
2.98373e+07;-0.0130243;0
3.01223e+07;-0.0188481;0
3.04101e+07;-0.0276855;0
3.07007e+07;-0.0396245;0
3.0994e+07;-0.0547324;0
3.12901e+07;-0.0730528;0
3.15891e+07;-0.0946028;0
3.18909e+07;-0.119371;0
